Date,Open,High,Low,Close,Adj Close,Volume,Noramlized_Close,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_lag_8,Close_lag_9,Close_lag_10,Volume_lag_1,Volume_lag_2,Volume_lag_3,Volume_lag_4,Volume_lag_5,Volume_lag_6,Volume_lag_7,Volume_lag_8,Volume_lag_9,Volume_lag_10,SMA_10,SMA_30,SMA_50,SMA_100,SMA_200,EMA_12,EMA_26,EMA_52,EMA_104,EMA_208,BBANDS_1,BBANDS_2,BBANDS_3,RSI,Return
2010-12-13,11.584643363952637,11.609286308288574,11.464285850524902,11.488213539123535,9.777831077575684,439815600,0.0264302382210864,11.44857120513916,11.420000076293944,11.464642524719238,11.364643096923828,11.433929443359377,11.337142944335938,11.362500190734863,11.300000190734863,11.112500190734863,11.31678581237793,262511200.0,294151200.0,321935600.0,391454000.0,448481600.0,342092800.0,462837200.0,461750800.0,501858000.0,445785200.0,11.37321434020996,11.210357157389323,11.038428611755371,10.205685749053956,9.5264750289917,11.357775163196461,11.220601113665829,10.922006761493774,10.35970000257766,9.426729426007396,11.575460288640933,11.31728572845459,11.059111168268245,60.47357896662069,0.003462644663168035
2010-12-14,11.490357398986816,11.519286155700684,11.39285659790039,11.438928604125977,9.735883712768556,351008000,0.0261488529214927,11.488213539123535,11.44857120513916,11.420000076293944,11.464642524719238,11.364643096923828,11.433929443359377,11.337142944335938,11.362500190734863,11.300000190734863,11.112500190734863,439815600.0,262511200.0,294151200.0,321935600.0,391454000.0,448481600.0,342092800.0,462837200.0,461750800.0,501858000.0,11.405857181549072,11.229535738627115,11.068178596496582,10.227239322662353,9.546375026702881,11.370260307954847,11.236773520366581,10.941513246121405,10.380256737845247,9.445984920534848,11.589298909071692,11.333785692850748,11.078272476629804,59.266395093375834,-0.004290043428398782
2010-12-15,11.428570747375488,11.535714149475098,11.399642944335938,11.441429138183594,9.73801040649414,417312000,0.0261631293636749,11.438928604125977,11.488213539123535,11.44857120513916,11.420000076293944,11.464642524719238,11.364643096923828,11.433929443359377,11.337142944335938,11.362500190734863,11.300000190734863,351008000.0,439815600.0,262511200.0,294151200.0,321935600.0,391454000.0,448481600.0,342092800.0,462837200.0,461750800.0,11.420000076293945,11.242631022135416,11.090621452331543,10.249053611755372,9.566201817989349,11.38120935875927,11.251933195760435,10.960377996765262,10.40046954547074,9.465080080512347,11.56162505962377,11.361476262410482,11.161327465197195,59.30939859831169,0.00021859862441275801
2010-12-16,11.467499732971191,11.521785736083984,11.432143211364746,11.473214149475098,9.76506519317627,322030800,0.0263446013474625,11.441429138183594,11.438928604125977,11.488213539123535,11.44857120513916,11.420000076293944,11.464642524719238,11.364643096923828,11.433929443359377,11.337142944335938,11.362500190734863,417312000.0,351008000.0,439815600.0,262511200.0,294151200.0,321935600.0,391454000.0,448481600.0,342092800.0,462837200.0,11.431071472167968,11.252690537770588,11.113521461486817,10.269471464157105,9.585941104888915,11.39536394194632,11.268324377517077,10.979730304414689,10.420902776023205,9.484296674473713,11.573539937432061,11.376833407084147,11.180126876736233,59.87132422299201,0.002778063029331479
2010-12-17,11.486785888671877,11.49250030517578,11.436785697937012,11.450357437133787,9.745606422424316,386929200,0.0262141042117717,11.473214149475098,11.441429138183594,11.438928604125977,11.488213539123535,11.44857120513916,11.420000076293944,11.464642524719238,11.364643096923828,11.433929443359377,11.337142944335938,322030800.0,417312000.0,351008000.0,439815600.0,262511200.0,294151200.0,321935600.0,391454000.0,448481600.0,342092800.0,11.442392921447754,11.255476252237957,11.135942897796632,10.2907750415802,9.604094676971435,11.403824479667469,11.281808307859055,10.99748981885692,10.440511436234836,9.50311065306376,11.577624707010438,11.390190569559733,11.202756432109028,59.257277775563274,-0.00199218039893001
2010-12-20,11.485713958740234,11.54464340209961,11.365357398986816,11.50749969482422,9.794241905212402,385610400,0.0265403497734324,11.450357437133787,11.473214149475098,11.441429138183594,11.438928604125977,11.488213539123535,11.44857120513916,11.420000076293944,11.464642524719238,11.364643096923828,11.433929443359377,386929200.0,322030800.0,417312000.0,351008000.0,439815600.0,262511200.0,294151200.0,321935600.0,391454000.0,448481600.0,11.449749946594238,11.261523882548014,11.156042900085449,10.313667898178101,9.62251074552536,11.419774512768507,11.298526188374993,11.0167354745538,10.460835022112729,9.522291409444243,11.594523701076426,11.402904828389486,11.211285955702547,60.31895499438852,0.004990434403830957
2010-12-21,11.535714149475098,11.585356712341309,11.501786231994627,11.578571319580078,9.85473346710205,256354000,0.0269461230675542,11.50749969482422,11.450357437133787,11.473214149475098,11.441429138183594,11.438928604125977,11.488213539123535,11.44857120513916,11.420000076293944,11.464642524719238,11.364643096923828,385610400.0,386929200.0,322030800.0,417312000.0,351008000.0,439815600.0,262511200.0,294151200.0,321935600.0,391454000.0,11.471142768859863,11.268166732788085,11.176642913818359,10.337578611373901,9.640578601360321,11.444204790739517,11.319270272167962,11.037936827196301,10.482125237302583,9.541968729158462,11.570342505992116,11.433976236979166,11.297609967966217,61.617040114983205,0.006176113546874529
2010-12-22,11.584285736083984,11.632857322692873,11.555356979370115,11.6128568649292,9.88391399383545,265921600,0.0271418714935241,11.578571319580078,11.50749969482422,11.450357437133787,11.473214149475098,11.441429138183594,11.438928604125977,11.488213539123535,11.44857120513916,11.420000076293944,11.464642524719238,256354000.0,385610400.0,386929200.0,322030800.0,417312000.0,351008000.0,439815600.0,262511200.0,294151200.0,321935600.0,11.48596420288086,11.278976249694825,11.195657196044921,10.360189323425294,9.658492887020111,11.470151263691776,11.341017427187314,11.059631922959806,10.50366298259071,9.56178584050555,11.59836732504133,11.454833348592123,11.311299372142916,62.238858289292644,0.0029611205392103823
2010-12-23,11.60714340209961,11.612500190734863,11.541786193847656,11.557143211364746,9.836495399475098,223157200,0.0268237823431484,11.6128568649292,11.578571319580078,11.50749969482422,11.450357437133787,11.473214149475098,11.441429138183594,11.438928604125977,11.488213539123535,11.44857120513916,11.420000076293944,265921600.0,256354000.0,385610400.0,386929200.0,322030800.0,417312000.0,351008000.0,439815600.0,262511200.0,294151200.0,11.49967851638794,11.285607210795085,11.2124143409729,10.38221432685852,9.676010749340058,11.483534640256847,11.35702674453379,11.078405933843012,10.523729272662596,9.580880169413293,11.610800158452433,11.467809549967448,11.324818941482464,60.57486568281676,-0.004797583765344449
2010-12-27,11.530357360839844,11.622857093811035,11.48285675048828,11.59571361541748,9.8693265914917,249816000,0.0270439945581055,11.557143211364746,11.6128568649292,11.578571319580078,11.50749969482422,11.450357437133787,11.473214149475098,11.441429138183594,11.438928604125977,11.488213539123535,11.44857120513916,223157200.0,265921600.0,256354000.0,385610400.0,386929200.0,322030800.0,417312000.0,351008000.0,439815600.0,262511200.0,11.514392757415772,11.29516668319702,11.22839288711548,10.404250030517579,9.693525030612946,11.500792944127713,11.374707253488138,11.097926978430728,10.544148022048404,9.60016087224587,11.623131736461577,11.485047594706218,11.34696345295086,61.321883646059426,0.0033373648960934865
2010-12-28,11.639642715454102,11.666428565979004,11.609286308288574,11.623929023742676,9.893339157104492,175924000,0.0272050864034156,11.59571361541748,11.557143211364746,11.6128568649292,11.578571319580078,11.50749969482422,11.450357437133787,11.473214149475098,11.441429138183594,11.438928604125977,11.488213539123535,249816000.0,223157200.0,265921600.0,256354000.0,385610400.0,386929200.0,322030800.0,417312000.0,351008000.0,439815600.0,11.527964305877685,11.3159286181132,11.23605718612671,10.427025032043456,9.711673245429992,11.51973695637617,11.393168125358844,11.117776112216085,10.564715279223533,9.619527074652536,11.648949540708381,11.497714233398437,11.346478926088492,61.87332878140499,0.002433261915651297
2010-12-29,11.650713920593262,11.658928871154783,11.610713958740234,11.61750030517578,9.887866020202637,163139200,0.0271683825526336,11.623929023742676,11.59571361541748,11.557143211364746,11.6128568649292,11.578571319580078,11.50749969482422,11.450357437133787,11.473214149475098,11.441429138183594,11.438928604125977,175924000.0,249816000.0,223157200.0,265921600.0,256354000.0,385610400.0,386929200.0,322030800.0,417312000.0,351008000.0,11.545821475982667,11.337654813130696,11.241264324188233,10.450310745239257,9.729680390357972,11.53477747157611,11.409785323863803,11.136633628931545,10.584768327336908,9.638646435710175,11.658930901819794,11.514571380615234,11.370211859410674,61.664306623617726,-0.000553059000426237
2010-12-30,11.624285697937012,11.625356674194336,11.537500381469728,11.559286117553713,9.838316917419434,157494400,0.0268360169600757,11.61750030517578,11.623929023742676,11.59571361541748,11.557143211364746,11.6128568649292,11.578571319580078,11.50749969482422,11.450357437133787,11.473214149475098,11.441429138183594,163139200.0,175924000.0,249816000.0,223157200.0,265921600.0,256354000.0,385610400.0,386929200.0,322030800.0,417312000.0,11.557607173919678,11.363928635915121,11.251385765075684,10.472421464920044,9.74745539188385,11.538548032495742,11.420859456729723,11.15258277944559,10.603330570960086,9.657025762809157,11.664229595145812,11.520880953470867,11.377532311795921,59.75680869860006,-0.005010904763749546
2010-12-31,11.533928871154783,11.552857398986816,11.475357055664062,11.520000457763672,9.804886817932127,193508000,0.0266117210946087,11.559286117553713,11.61750030517578,11.623929023742676,11.59571361541748,11.557143211364746,11.6128568649292,11.578571319580078,11.50749969482422,11.450357437133787,11.473214149475098,157494400.0,163139200.0,175924000.0,249816000.0,223157200.0,265921600.0,256354000.0,385610400.0,386929200.0,322030800.0,11.562285804748536,11.39019053777059,11.259978637695312,10.494975042343139,9.76493932247162,11.535694559460039,11.428203234584089,11.16644759749533,10.620790949756344,9.674853271851784,11.660428821714934,11.527547645568848,11.394666469422763,58.48287291615621,-0.003398623357058539
2011-01-03,11.630000114440918,11.795000076293944,11.601428985595703,11.770357131958008,10.017966270446776,445138400,0.0280410967806467,11.520000457763672,11.559286117553713,11.61750030517578,11.623929023742676,11.59571361541748,11.557143211364746,11.6128568649292,11.578571319580078,11.50749969482422,11.450357437133787,193508000.0,157494400.0,163139200.0,175924000.0,249816000.0,223157200.0,265921600.0,256354000.0,385610400.0,386929200.0,11.594285774230958,11.415357208251953,11.274300060272218,10.52332504272461,9.784103608131408,11.571796493690496,11.453547967722898,11.189236636531657,10.642687448464947,9.694905940369548,11.7218439902273,11.549000040690105,11.37615609115291,63.63776146095999,0.02173234932691459
2011-01-04,11.872857093811035,11.875,11.719642639160156,11.831786155700684,10.07025146484375,309080800,0.0283918170210293,11.770357131958008,11.520000457763672,11.559286117553713,11.61750030517578,11.623929023742676,11.59571361541748,11.557143211364746,11.6128568649292,11.578571319580078,11.50749969482422,445138400.0,193508000.0,157494400.0,163139200.0,175924000.0,249816000.0,223157200.0,265921600.0,256354000.0,385610400.0,11.626714420318603,11.444595305124919,11.291314353942871,10.551717901229859,9.803128609657287,11.611794903230525,11.481565611276809,11.213483788198413,10.66533694765039,9.715354554870324,11.791258403291588,11.571904881795247,11.352551360298905,64.75809967633185,0.005218960058220201
2011-01-05,11.76964282989502,11.940713882446287,11.76785659790039,11.928570747375488,10.152626991271973,255519600,0.0289443948285444,11.831786155700684,11.770357131958008,11.520000457763672,11.559286117553713,11.61750030517578,11.623929023742676,11.59571361541748,11.557143211364746,11.6128568649292,11.578571319580078,309080800.0,445138400.0,193508000.0,157494400.0,163139200.0,175924000.0,249816000.0,223157200.0,265921600.0,256354000.0,11.661714363098145,11.469166692097982,11.309285774230958,10.582039318084718,9.821992893218994,11.660529648483596,11.514677102839673,11.240468201752265,10.68939854383563,9.736533657190947,11.874846011350323,11.604547691345214,11.334249371340105,66.4571807981855,0.008180049098349684
2011-01-06,11.954285621643066,11.973214149475098,11.889286041259766,11.91892910003662,10.144421577453612,300428800,0.0288893472196725,11.928570747375488,11.831786155700684,11.770357131958008,11.520000457763672,11.559286117553713,11.61750030517578,11.623929023742676,11.59571361541748,11.557143211364746,11.6128568649292,255519600.0,309080800.0,445138400.0,193508000.0,157494400.0,163139200.0,175924000.0,249816000.0,223157200.0,265921600.0,11.692321586608887,11.498928642272949,11.327628631591796,10.612785749435425,9.840628609657287,11.700283410260985,11.544621695224633,11.266070499800731,10.712818173477553,9.75741782410813,11.93348124102815,11.636381022135417,11.339280803242684,66.1257796357914,-0.000808281858997284
2011-01-07,11.928214073181152,12.012499809265137,11.853570938110352,12.00428581237793,10.21706771850586,311931200,0.0293766791817759,11.91892910003662,11.928570747375488,11.831786155700684,11.770357131958008,11.520000457763672,11.559286117553713,11.61750030517578,11.623929023742676,11.59571361541748,11.557143211364746,300428800.0,255519600.0,309080800.0,445138400.0,193508000.0,157494400.0,163139200.0,175924000.0,249816000.0,223157200.0,11.737035846710205,11.52430960337321,11.34783576965332,10.642839317321778,9.860176825523377,11.747053010586669,11.57867088908784,11.293927681407418,10.737417557075656,9.778918953182481,12.00682213899345,11.671785799662272,11.336749460331095,67.61751612754735,0.007161441403410018
2011-01-10,12.10107135772705,12.258213996887209,12.041786193847656,12.23035717010498,10.409480094909668,448560000,0.0306674013208382,12.00428581237793,11.91892910003662,11.928570747375488,11.831786155700684,11.770357131958008,11.520000457763672,11.559286117553713,11.61750030517578,11.623929023742676,11.59571361541748,311931200.0,300428800.0,255519600.0,309080800.0,445138400.0,193508000.0,157494400.0,163139200.0,175924000.0,249816000.0,11.800500202178956,11.556988175710043,11.37441432952881,10.674760751724243,9.880096464157104,11.821407496666408,11.626943946940962,11.329264643245061,10.765854502085737,9.8023776921004,12.13798268879849,11.723785781860352,11.309588874922214,71.13105662175182,0.018832553744591918
2011-01-11,12.317143440246582,12.31999969482422,12.123929023742676,12.20142936706543,10.384862899780272,444108000,0.0305022421596203,12.23035717010498,12.00428581237793,11.91892910003662,11.928570747375488,11.831786155700684,11.770357131958008,11.520000457763672,11.559286117553713,11.61750030517578,11.623929023742676,448560000.0,311931200.0,300428800.0,255519600.0,309080800.0,445138400.0,193508000.0,157494400.0,163139200.0,175924000.0,11.85825023651123,11.586476294199626,11.403457202911376,10.707532186508178,9.899605398178101,11.87987239980472,11.669498422505738,11.362176519615641,10.793198785228208,9.825335124396716,12.229789051070046,11.770047760009765,11.310306468949484,70.11527405244374,-0.00236524597255916
2011-01-12,12.258929252624512,12.301071166992188,12.214285850524902,12.300713539123535,10.469362258911133,302590400,0.0310690909644503,12.20142936706543,12.23035717010498,12.00428581237793,11.91892910003662,11.928570747375488,11.831786155700684,11.770357131958008,11.520000457763672,11.559286117553713,11.61750030517578,444108000.0,448560000.0,311931200.0,300428800.0,255519600.0,309080800.0,445138400.0,193508000.0,157494400.0,163139200.0,11.926571559906005,11.626083405812581,11.432200050354004,10.741382179260254,9.918992896080017,11.944617190469152,11.71625509781076,11.397593010917825,10.821913351969071,9.84902295611659,12.335306857639269,11.818190574645996,11.301074291652723,71.56931549409961,0.008137093538081563
2011-01-13,12.327142715454102,12.380000114440918,12.280357360839844,12.34571361541748,10.507660865783691,296780400,0.0313260124750568,12.300713539123535,12.20142936706543,12.23035717010498,12.00428581237793,11.91892910003662,11.928570747375488,11.831786155700684,11.770357131958008,11.520000457763672,11.559286117553713,302590400.0,444108000.0,448560000.0,311931200.0,300428800.0,255519600.0,309080800.0,445138400.0,193508000.0,157494400.0,12.005214309692382,11.660940519968669,11.458142910003662,10.777053604125976,9.938757181167603,12.006324332768894,11.762881654670517,11.43337114693668,10.850938118891898,9.872914732760618,12.433462862147055,11.867047691345215,11.300632520543376,72.20883082789223,0.003658330563574008
2011-01-14,12.353214263916016,12.445713996887209,12.30142879486084,12.445713996887209,10.592774391174316,308840000,0.0318969503752639,12.34571361541748,12.300713539123535,12.20142936706543,12.23035717010498,12.00428581237793,11.91892910003662,11.928570747375488,11.831786155700684,11.770357131958008,11.520000457763672,296780400.0,302590400.0,444108000.0,448560000.0,311931200.0,300428800.0,255519600.0,309080800.0,445138400.0,193508000.0,12.097785663604736,11.697047646840414,11.483628616333007,10.81582145690918,9.958848252296448,12.07392274263325,11.81346182816805,11.471572763915946,10.881314802282285,9.897534821412547,12.534950895262014,11.926285743713379,11.317620592164744,73.58654965862989,0.008100008195949693
2011-01-18,11.76857089996338,12.312856674194336,11.64285659790039,12.166070938110352,10.354764938354492,1880998000,0.0303003682578858,12.445713996887209,12.34571361541748,12.300713539123535,12.20142936706543,12.23035717010498,12.00428581237793,11.91892910003662,11.928570747375488,11.831786155700684,11.770357131958008,308840000.0,296780400.0,302590400.0,444108000.0,448560000.0,311931200.0,300428800.0,255519600.0,309080800.0,445138400.0,12.137357044219971,11.724678579966227,11.499614315032959,10.850735740661621,9.97709110736847,12.088099388091265,11.839581021497109,11.497780242187433,10.905786347726629,9.919243300998172,12.556662296306945,11.964309565226237,11.37195683414553,64.2869848271814,-0.022469024986979336
2011-01-19,12.441070556640623,12.449999809265137,12.031429290771484,12.101428985595703,10.299745559692385,1135612800,0.0299313042594132,12.166070938110352,12.445713996887209,12.34571361541748,12.300713539123535,12.20142936706543,12.23035717010498,12.00428581237793,11.91892910003662,11.928570747375488,11.831786155700684,1880998000.0,308840000.0,296780400.0,302590400.0,444108000.0,448560000.0,311931200.0,300428800.0,255519600.0,309080800.0,12.164321327209473,11.746928564707439,11.515121479034423,10.885935745239259,9.994823250770569,12.09015009539964,11.858977166985893,11.520559440051896,10.928560493209849,9.940125460659392,12.562664210885748,11.996142896016439,11.42962158114713,62.38529260436045,-0.0053132973532281635
2011-01-20,12.01535701751709,12.08214282989502,11.789999961853027,11.881428718566896,10.112503051757812,764789200,0.028675244145878,12.101428985595703,12.166070938110352,12.445713996887209,12.34571361541748,12.300713539123535,12.20142936706543,12.23035717010498,12.00428581237793,11.91892910003662,11.928570747375488,1135612800.0,1880998000.0,308840000.0,296780400.0,302590400.0,444108000.0,448560000.0,311931200.0,300428800.0,255519600.0,12.159607124328613,11.764154752095541,11.525164337158204,10.918457174301148,10.011266107559203,12.058039114348448,11.860640244880782,11.534177148675104,10.94671036416903,9.958702525328363,12.547578112379119,12.013738123575846,11.479898134772574,56.45455994613492,-0.018179693265206298
2011-01-21,11.92035675048828,11.960000038146973,11.665356636047363,11.668571472167969,9.931334495544434,754401200,0.0274599660887672,11.881428718566896,12.101428985595703,12.166070938110352,12.445713996887209,12.34571361541748,12.300713539123535,12.20142936706543,12.23035717010498,12.00428581237793,11.91892910003662,764789200.0,1135612800.0,1880998000.0,308840000.0,296780400.0,302590400.0,444108000.0,448560000.0,311931200.0,300428800.0,12.134571361541749,11.770952383677164,11.532764339447022,10.948535747528076,10.026760749816894,11.998121015551451,11.846412928383536,11.539248632580495,10.960460099559487,9.97506490759477,12.532364906407416,12.021023813883463,11.50968272135951,51.51063704371808,-0.017915122115432114
2011-01-24,11.67392921447754,12.051786422729492,11.668571472167969,12.051786422729492,10.257494926452637,574683200,0.0296478771345646,11.668571472167969,11.881428718566896,12.101428985595703,12.166070938110352,12.445713996887209,12.34571361541748,12.300713539123535,12.20142936706543,12.23035717010498,12.00428581237793,754401200.0,764789200.0,1135612800.0,1880998000.0,308840000.0,296780400.0,302590400.0,444108000.0,448560000.0,311931200.0,12.139321422576904,11.792011928558349,11.546635780334473,10.982232179641723,10.04384289741516,12.00637723204038,11.86162577981657,11.558589681265364,10.981247267619867,9.994937840753954,12.492084681196724,12.056476211547851,11.620867741898978,58.36095640671288,0.03284163374030591
2011-01-25,12.011786460876465,12.194286346435549,11.948928833007812,12.192856788635254,10.377562522888184,546868000,0.0304532982470437,12.051786422729492,11.668571472167969,11.881428718566896,12.101428985595703,12.166070938110352,12.445713996887209,12.34571361541748,12.300713539123535,12.20142936706543,12.23035717010498,574683200.0,754401200.0,764789200.0,1135612800.0,1880998000.0,308840000.0,296780400.0,302590400.0,444108000.0,448560000.0,12.135571384429932,11.81682144800822,11.564314327239991,11.014757175445556,10.061541109085082,12.035066394593438,11.886161410099437,11.582524289090642,11.004325544210637,10.015970557958559,12.496602532118965,12.084642855326335,11.672683178533704,60.50429584813502,0.011705348979609065
2011-01-26,12.248571395874023,12.342857360839844,12.196429252624512,12.280357360839844,10.452037811279297,506875600,0.0309528702709417,12.192856788635254,12.051786422729492,11.668571472167969,11.881428718566896,12.101428985595703,12.166070938110352,12.445713996887209,12.34571361541748,12.300713539123535,12.20142936706543,546868000.0,574683200.0,754401200.0,764789200.0,1135612800.0,1880998000.0,308840000.0,296780400.0,302590400.0,444108000.0,12.143464183807373,11.84322624206543,11.58990005493164,11.047500038146973,10.079651827812194,12.072803466323654,11.915361110154281,11.608857612552876,11.028630912146431,10.037639331191873,12.51366952392651,12.114547602335612,11.715425680744715,61.77769793286289,0.007176379885487361
